City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
208,lata,40.1629,-8.3327,65.91,45,0,12.3,PT,05/06/2024
209,kharkhorin,47.1975,102.8238,62.64,26,0,7.81,MN,05/06/2024
210,zouerate,22.7187,-12.4521,99.05,6,2,9.01,MR,05/06/2024
211,kavieng,-2.5744,150.7967,84.16,76,86,8.34,PG,05/06/2024
212,as sulayyil,20.4607,45.5779,102.45,13,0,10.36,SA,05/06/2024
213,nova sintra,14.8667,-24.7167,74.39,78,18,21.7,CV,05/06/2024
214,fada,9.5667,8.3,89.83,41,100,6.53,NG,05/06/2024
215,dedovichi,57.5517,29.9502,47.93,42,100,10.58,RU,05/06/2024
216,nahiyat ash shinafiyah,31.5874,44.6602,91.96,26,23,4.05,IQ,05/06/2024
217,da nang,16.0678,108.2208,82.38,83,75,1.14,VN,05/06/2024
218,colac,-38.3333,143.5833,53.83,93,100,5.73,AU,05/06/2024
219,tura,25.5198,90.2201,74.84,82,12,10.4,IN,05/06/2024
220,guerrero,17.6667,-100.0,78.28,46,7,1.97,MX,05/06/2024
221,thompson,55.7435,-97.8558,43.03,70,24,6.82,CA,05/06/2024
222,canton,23.1167,113.25,71.55,80,100,6.89,CN,05/06/2024
223,armagh,54.35,-6.6667,56.75,80,99,12.24,GB,05/06/2024
224,limon,10.0,-83.0333,84.06,78,0,3.44,CR,05/06/2024
225,sarangani,5.4033,125.4636,82.6,75,72,3.62,PH,05/06/2024
226,nyurba,63.2842,118.3319,36.27,100,100,11.1,RU,05/06/2024
227,mar del plata,-38.0023,-57.5575,58.08,91,100,5.01,AR,05/06/2024
228,banda aceh,5.5577,95.3222,82.29,80,29,0.63,ID,05/06/2024
229,katsuura,35.1333,140.3,68.86,80,100,23.22,JP,05/06/2024
230,umm kaddadah,13.6017,26.6876,102.9,6,1,15.55,SD,05/06/2024
231,diu,20.7141,70.9822,85.82,60,0,20.29,IN,05/06/2024
232,saint-pierre,-21.3393,55.4781,78.48,61,0,20.71,RE,05/06/2024
233,darhan,49.4867,105.9228,68.9,25,47,7.07,MN,05/06/2024
234,tidjikja,18.5564,-11.4271,104.29,6,0,4.38,MR,05/06/2024
235,gadzhiyevo,69.2551,33.3362,29.57,66,100,12.21,RU,05/06/2024
236,victoria,22.2855,114.1577,83.97,82,100,8.99,HK,05/06/2024
237,nelson bay,-32.7167,152.15,68.0,72,96,1.99,AU,05/06/2024
238,qulsary,46.9531,54.0198,66.22,30,7,6.73,KZ,05/06/2024
239,nadym,65.5333,72.5167,24.96,87,82,9.89,RU,05/06/2024
240,nikolayevsk-on-amure,53.1406,140.73,35.22,73,9,3.0,RU,05/06/2024
241,ixtapa,20.7,-105.2,75.22,78,75,0.0,MX,05/06/2024
242,tingi,-11.3,35.0333,70.66,77,67,2.73,TZ,05/06/2024
243,stanley,54.868,-1.6985,62.19,88,75,9.22,GB,05/06/2024
244,pokhara,28.2333,83.9833,66.4,72,89,7.02,NP,05/06/2024
245,elverum,60.8819,11.5623,48.36,59,100,4.9,NO,05/06/2024
246,zanzibar,-6.1639,39.1979,81.75,79,100,8.81,TZ,05/06/2024
247,prineville,44.2999,-120.8345,43.5,80,40,0.0,US,05/06/2024
248,cumana,10.4635,-64.1775,84.15,68,65,4.72,VE,05/06/2024
249,carnarvon,-24.8667,113.6333,71.83,67,0,24.11,AU,05/06/2024
250,tamanrasset,22.785,5.5228,91.31,14,40,6.91,DZ,05/06/2024
251,hoganas,56.1997,12.558,58.05,89,27,8.99,SE,05/06/2024
252,thunder bay,48.4001,-89.3168,53.8,54,45,3.09,CA,05/06/2024
253,al wajh,26.2455,36.4525,82.35,32,0,13.8,SA,05/06/2024
254,ancud,-41.8697,-73.8203,46.42,80,100,11.86,CL,05/06/2024
255,shache,38.4167,77.2406,76.93,15,100,4.27,CN,05/06/2024
256,hopelchen,19.7667,-89.85,85.28,61,47,7.7,MX,05/06/2024
257,vredendal,-31.6683,18.5012,72.79,32,0,10.02,ZA,05/06/2024
258,lihue,21.9789,-159.3672,72.64,84,100,16.11,US,05/06/2024
259,saldanha,-33.0117,17.9442,62.89,72,0,15.26,ZA,05/06/2024
260,basco,20.4487,121.9702,83.75,70,29,2.1,PH,05/06/2024
261,caleta de carquin,-11.0925,-77.6267,68.32,83,59,11.21,PE,05/06/2024
262,arraial do cabo,-22.9661,-42.0278,76.32,84,0,20.02,BR,05/06/2024
263,tomatlan,19.9333,-105.25,72.66,68,99,2.37,MX,05/06/2024
264,bel ombre,-4.6167,55.4167,84.38,70,66,2.42,SC,05/06/2024
265,misratah,32.3754,15.0925,76.82,45,1,14.79,LY,05/06/2024
266,el calafate,-50.3408,-72.2768,27.21,67,11,4.16,AR,05/06/2024
267,lerwick,60.1545,-1.1494,48.2,95,99,6.4,GB,05/06/2024
268,rehoboth,-23.3167,17.0833,83.19,13,0,7.36,NA,05/06/2024
269,amga,60.8953,131.9608,42.62,80,82,4.92,RU,05/06/2024
270,kollam,8.8833,76.6,85.26,72,51,10.0,IN,05/06/2024
271,longyearbyen,78.2186,15.6401,26.44,68,75,6.91,SJ,05/06/2024
272,geraldton,-28.7667,114.6,61.21,77,2,4.61,AU,05/06/2024
273,port elizabeth,-33.918,25.5701,75.09,78,0,1.99,ZA,05/06/2024
274,ugoofaaru,5.6667,73.0,85.69,78,100,7.11,MV,05/06/2024
275,mabai,23.0128,104.4508,63.01,93,77,4.38,CN,05/06/2024
276,tabuk,17.4189,121.4443,80.06,73,72,3.91,PH,05/06/2024
277,freetown,8.484,-13.2299,86.38,69,59,10.4,SL,05/06/2024
278,mitrovice,42.8833,20.8667,73.74,63,34,12.26,XK,05/06/2024
279,san nicolas,18.1725,120.5953,85.91,79,75,10.36,PH,05/06/2024
280,kontagora,10.3999,5.4695,102.16,27,79,7.92,NG,05/06/2024
281,yeniseysk,58.4497,92.1703,41.95,67,72,8.99,RU,05/06/2024
